Dniva;AGI
Dniva14194;AT1G15460
Dniva23467;AT5G48650
Dniva14197;AT5G48650
Dniva21902;AT1G48900
Dniva25946;AT1G48900
Dniva14200;AT1G48900
Dniva6366;AT2G26760
Dniva14209;AT2G26760
Dniva31272;AT1G15470
Dniva14214;AT1G15470
Dniva26899;AT4G37608
Dniva26904;AT4G37608
Dniva14222;AT4G37608
Dniva4614;AT1G14770
Dniva14232;AT1G14770
Dniva9456;AT1G14790
Dniva14233;AT1G14790
Dniva14629;AT5G11565
Dniva17964;AT5G11565
Dniva18352;AT5G11565
Dniva23547;AT5G11565
Dniva23699;AT5G11565
Dniva24622;AT5G11565
Dniva25959;AT5G11565
Dniva27073;AT5G11565
Dniva27800;AT5G11565
Dniva28316;AT5G11565
Dniva29958;AT5G11565
Dniva31338;AT5G11565
Dniva3826;AT5G11565
Dniva5950;AT5G11565
Dniva6326;AT5G11565
Dniva7662;AT5G11565
Dniva9806;AT5G11565
Dniva14253;AT5G11565
Dniva14272;AT1G15140
Dniva14264;AT1G15140
Dniva14298;AT1G14990
Dniva24489;AT1G14990
Dniva14274;AT1G14990
Dniva348;AT2G01500
Dniva14280;AT2G01500
Dniva15684;AT5G49550
Dniva28834;AT5G49550
Dniva4763;AT5G49550
Dniva9396;AT5G49550
Dniva14281;AT5G49550
Dniva14295;AT5G51250
Dniva17470;AT5G51250
Dniva17478;AT5G51250
Dniva17565;AT5G51250
Dniva17566;AT5G51250
Dniva17568;AT5G51250
Dniva17569;AT5G51250
Dniva19958;AT5G51250
Dniva19960;AT5G51250
Dniva20592;AT5G51250
Dniva21873;AT5G51250
Dniva25719;AT5G51250
Dniva25720;AT5G51250
Dniva7320;AT5G51250
Dniva7823;AT5G51250
Dniva7829;AT5G51250
Dniva14285;AT5G51250
Dniva314;AT1G15190
Dniva14291;AT1G15190
Dniva14293;AT1G15000
Dniva14292;AT1G15000
Dniva14301;AT4G37610
Dniva26885;AT4G37610
Dniva14297;AT4G37610
Dniva488;AT1G14750
Dniva14303;AT1G14750
Dniva14316;AT1G14620
Dniva1825;AT1G14620
Dniva14306;AT1G14620
Dniva372;AT1G14590
Dniva14315;AT1G14590
Dniva14326;AT1G14630
Dniva14320;AT1G14630
Dniva14404;AT1G14685
Dniva14322;AT1G14685
Dniva7262;AT3G52470
Dniva1433;AT3G52470
Dniva14335;AT1G14130
Dniva14339;AT1G14130
Dniva14347;AT1G14130
Dniva32163;AT1G14130
Dniva14333;AT1G14130
Dniva14341;AT1G14160
Dniva14334;AT1G14160
Dniva7269;AT3G52490
Dniva1434;AT3G52490
Dniva672;AT1G14200
Dniva14351;AT1G14200
Dniva9909;AT1G14320
Dniva14367;AT1G14310
Dniva14370;AT1G14310
Dniva14362;AT1G14310
Dniva670;AT1G14360
Dniva14375;AT1G14360
Dniva14583;AT1G14510
Dniva14376;AT1G14510
Dniva14386;AT2G02220
Dniva465;AT2G02220
Dniva14380;AT2G02220
Dniva29874;AT4G19350
Dniva14385;AT4G19350
Dniva14411;AT1G14570
Dniva14403;AT1G14570
Dniva14408;AT1G59560
Dniva14430;AT1G13810
Dniva14413;AT1G13810
Dniva14447;AT5G60590
Dniva14417;AT5G60590
Dniva15348;AT1G07980
Dniva30166;AT1G07980
Dniva7018;AT1G07980
Dniva14419;AT1G07980
Dniva616;AT1G14010
Dniva617;AT1G14010
Dniva651;AT1G14010
Dniva14421;AT1G14010
Dniva16121;AT1G01610
Dniva16133;AT1G01610
Dniva16141;AT1G01610
Dniva17757;AT1G01610
Dniva30362;AT1G01610
Dniva14433;AT1G01610
Dniva14620;AT1G13820
Dniva14440;AT1G13820
Dniva29798;AT3G62440
Dniva33278;AT3G62440
Dniva4126;AT3G62440
Dniva4130;AT3G62440
Dniva14443;AT3G62440
Dniva14451;AT1G13800
Dniva16051;AT5G38700
Dniva14453;AT5G38700
Dniva27475;AT2G38820
Dniva31356;AT2G38820
Dniva7676;AT2G38820
Dniva7773;AT2G38820
Dniva14458;AT2G38820
Dniva14463;AT1G13750
Dniva14459;AT1G13750
Dniva21639;AT5G43690
Dniva21677;AT5G43690
Dniva24351;AT5G43690
Dniva14464;AT5G43690
Dniva3762;AT3G62260
Dniva3785;AT3G62260
Dniva4325;AT3G62260
Dniva1447;AT3G62260
Dniva4328;AT2G47060
Dniva1448;AT2G47060
Dniva520;AT2G04032
Dniva14493;AT2G04032
Dniva14502;AT1G13560
Dniva14501;AT1G13560
Dniva572;AT1G13460
Dniva14506;AT1G13460
Dniva14510;AT1G13400
Dniva17053;AT3G05130
Dniva14515;AT3G05130
Dniva23125;AT5G16285
Dniva14522;AT5G16285
Dniva3669;AT1G13605
Dniva14524;AT1G13605
Dniva17165;AT1G13390
Dniva14528;AT1G13390
Dniva1488;AT2G47090
Dniva1453;AT2G47090
Dniva14531;AT1G13120
Dniva582;AT3G25840
Dniva14533;AT3G25840
Dniva602;AT1G13310
Dniva14534;AT1G13310
Dniva977;AT3G43300
Dniva14537;AT3G43300
Dniva754;AT1G13160
Dniva14541;AT1G13160
Dniva14550;AT1G13190
Dniva14549;AT1G13190
Dniva7588;AT1G73180
Dniva9355;AT1G73180
Dniva14551;AT1G73180
Dniva16380;AT3G28020
Dniva17226;AT3G28020
Dniva7590;AT3G28020
Dniva14552;AT3G28020
Dniva28509;AT4G27710
Dniva1456;AT4G27710
Dniva20206;AT2G04740
Dniva14573;AT2G04740
Dniva14584;AT1G13080
Dniva27928;AT1G13080
Dniva14574;AT1G13080
Dniva14575;AT1G12860
Dniva9757;AT1G12960
Dniva14590;AT1G12960
Dniva14613;AT1G12760
Dniva14592;AT1G12760
Dniva14608;AT1G12800
Dniva14610;AT1G12800
Dniva14593;AT1G12800
Dniva14615;AT1G12750
Dniva14597;AT1G12750
Dniva22046;AT5G64560
Dniva26110;AT5G64560
Dniva14601;AT5G64560
Dniva1466;AT2G47115
Dniva1464;AT2G47115
Dniva14653;AT5G60610
Dniva23777;AT5G60610
Dniva14650;AT5G60610
Dniva15415;AT1G07200
Dniva6710;AT1G07200
Dniva14687;AT1G07200
Dniva14721;AT1G11920
Dniva14688;AT1G11920
Dniva15418;AT1G07220
Dniva14689;AT1G07220
Dniva15392;AT1G77550
Dniva195;AT1G11900
Dniva2382;AT1G11900
Dniva14697;AT1G11900
Dniva14878;AT1G10840
Dniva204;AT1G10840
Dniva14701;AT1G10840
Dniva15461;AT1G07260
Dniva14704;AT1G07260
Dniva15448;AT1G07210
Dniva14707;AT1G07210
Dniva15451;AT1G07340
Dniva14708;AT1G07340
Dniva14887;AT1G10790
Dniva14718;AT1G10790
Dniva14912;AT1G10800
Dniva14729;AT1G10800
Dniva8221;AT1G15430
Dniva1473;AT1G15430
Dniva22380;AT5G12930
Dniva14734;AT5G12930
Dniva14753;AT1G12200
Dniva14750;AT1G12200
Dniva4303;AT3G62250
Dniva1476;AT3G62250
Dniva23252;AT5G27660
Dniva14773;AT5G27660
Dniva14792;AT1G11410
Dniva14781;AT1G11410
Dniva3515;AT3G57990
Dniva148;AT3G57990
Dniva24962;AT1G11680
Dniva14801;AT1G11680
Dniva24758;AT1G10980
Dniva14805;AT1G10980
Dniva6571;AT1G11510
Dniva14823;AT1G11510
Dniva20308;AT2G19130
Dniva20749;AT2G19130
Dniva20812;AT2G19130
Dniva14825;AT2G19130
Dniva20047;AT1G11300
Dniva20070;AT1G11300
Dniva14849;AT1G11300
Dniva3333;AT3G51330
Dniva3336;AT3G51330
Dniva14852;AT3G51330
Dniva33486;AT5G41370
Dniva14885;AT5G41370
Dniva26866;AT1G10710
Dniva14899;AT1G10710
Dniva14911;AT1G10715
Dniva28582;AT1G10715
Dniva14902;AT1G10715
Dniva14949;AT4G13780
Dniva15472;AT4G13780
Dniva200;AT4G13780
Dniva20978;AT4G13780
Dniva21077;AT4G13780
Dniva14933;AT4G13780
Dniva21733;AT1G10600
Dniva14937;AT1G10600
Dniva18640;AT5G13370
Dniva22425;AT5G13370
Dniva22431;AT5G13370
Dniva22432;AT5G13370
Dniva22434;AT5G13370
Dniva14953;AT5G13370
Dniva3829;AT3G60530
Dniva14960;AT3G60530
Dniva14972;AT1G10340
Dniva14965;AT1G10340
Dniva22504;AT1G10417
Dniva14974;AT1G10417
Dniva14981;AT1G10370
Dniva14976;AT1G10370
Dniva19326;AT2G01560
Dniva359;AT2G01560
Dniva1499;AT2G01560
Dniva15655;AT1G50920
Dniva18141;AT1G50920
Dniva9103;AT1G50920
Dniva14993;AT1G50920
Dniva15628;AT1G11470
Dniva14997;AT1G11470
Dniva22454;AT5G13440
Dniva22455;AT5G13440
Dniva15;AT5G13440
Dniva15009;AT1G09400
Dniva15061;AT1G09630
Dniva15010;AT1G09630
Dniva27862;AT4G31930
Dniva15011;AT4G31930
Dniva15060;AT1G09420
Dniva15016;AT1G09420
Dniva21691;AT1G09700
Dniva15026;AT1G09700
Dniva15466;AT1G09770
Dniva15033;AT1G09770
Dniva15041;AT1G66800
Dniva15044;AT1G66800
Dniva5740;AT1G66800
Dniva15040;AT1G66800
Dniva5760;AT1G09450
Dniva7512;AT1G09450
Dniva15046;AT1G09450
Dniva15075;AT1G10120
Dniva15063;AT1G10120
Dniva27614;AT1G09890
Dniva15073;AT1G09890
Dniva8716;AT1G77405
Dniva8723;AT1G77405
Dniva15078;AT1G77405
Dniva20453;AT1G09960
Dniva15083;AT1G09960
Dniva23941;AT3G57490
Dniva3745;AT3G57490
Dniva15096;AT3G57490
Dniva22988;AT5G18460
Dniva28551;AT5G18460
Dniva7779;AT5G18460
Dniva1510;AT5G18460
Dniva15108;AT1G09950
Dniva15107;AT1G09950
Dniva15119;AT1G51990
Dniva15154;AT1G51990
Dniva15557;AT1G51990
Dniva15559;AT1G51990
Dniva15560;AT1G51990
Dniva15114;AT1G51990
Dniva9786;AT1G69440
Dniva15136;AT1G69440
Dniva6027;AT1G70670
Dniva9728;AT1G70670
Dniva15140;AT1G70670
Dniva15144;AT1G09370
Dniva15143;AT1G09370
Dniva16117;AT1G01820
Dniva1515;AT1G01820
Dniva30284;AT1G08490
Dniva15159;AT1G08490
Dniva16143;AT5G55190
Dniva24185;AT5G55190
Dniva1516;AT5G55190
Dniva20426;AT1G08660
Dniva15166;AT1G08660
Dniva1518;AT1G01830
Dniva16148;AT1G01830
Dniva1517;AT1G01830
Dniva6304;AT2G27020
Dniva15183;AT2G27020
Dniva15546;AT1G06550
Dniva15184;AT1G06550
Dniva29170;AT1G08700
Dniva29174;AT1G08700
Dniva15197;AT1G08700
Dniva8719;AT1G08840
Dniva15201;AT1G08840
Dniva17148;AT1G47920
Dniva17161;AT1G47920
Dniva17544;AT1G47920
Dniva32578;AT1G47920
Dniva5331;AT1G47920
Dniva5344;AT1G47920
Dniva8840;AT1G47920
Dniva8843;AT1G47920
Dniva15208;AT1G47920
Dniva5363;AT1G48580
Dniva15209;AT1G48580
Dniva15234;AT3G21910
Dniva19321;AT3G21910
Dniva19324;AT3G21910
Dniva19329;AT3G21910
Dniva19472;AT3G21910
Dniva349;AT3G21910
Dniva5242;AT3G21910
Dniva5295;AT3G21910
Dniva5296;AT3G21910
Dniva5299;AT3G21910
Dniva15218;AT3G21910
Dniva6376;AT2G27600
Dniva15252;AT2G27600
Dniva15269;AT1G08450
Dniva15275;AT1G08450
Dniva15257;AT1G08450
Dniva18485;AT1G08040
Dniva6563;AT1G08040
Dniva15263;AT1G08040
Dniva29650;AT1G08315
Dniva31713;AT1G08315
Dniva15267;AT1G08315
Dniva15271;AT1G08065
Dniva15268;AT1G08065
Dniva29169;AT1G08220
Dniva15270;AT1G08220
Dniva23090;AT2G06420
Dniva33042;AT2G06420
Dniva4173;AT2G06420
Dniva7016;AT2G06420
Dniva7461;AT2G06420
Dniva8925;AT2G06420
Dniva15276;AT2G06420
Dniva20437;AT2G27210
Dniva6401;AT2G27210
Dniva15284;AT2G27210
Dniva28937;AT1G08440
Dniva15285;AT1G08440
Dniva15298;AT1G06140
Dniva16151;AT1G06140
Dniva15296;AT1G06140
Dniva15332;AT1G07670
Dniva15446;AT1G07670
Dniva15302;AT1G07670
Dniva3476;AT1G07650
Dniva15303;AT1G07650
Dniva15463;AT1G07615
Dniva15305;AT1G07615
Dniva24841;AT3G46030
Dniva24979;AT3G46030
Dniva6463;AT3G46030
Dniva15313;AT3G46030
Dniva15346;AT2G28680
Dniva6450;AT2G28680
Dniva15324;AT2G28680
Dniva1774;AT2G46200
Dniva15325;AT2G46200
Dniva1535;AT2G44300
Dniva1533;AT2G44300
Dniva16048;AT4G38940
Dniva16928;AT4G38940
Dniva26645;AT4G38940
Dniva32474;AT4G38940
Dniva15331;AT4G38940
Dniva29425;AT4G22340
Dniva15344;AT1G07910
Dniva16914;AT1G07910
Dniva15337;AT1G07910
Dniva24469;AT5G57300
Dniva15338;AT5G57300
Dniva6465;AT2G28670
Dniva15349;AT2G28670
Dniva7323;AT1G35550
Dniva15354;AT1G35550
Dniva15413;AT1G07020
Dniva15368;AT1G07020
Dniva31491;AT1G06900
Dniva641;AT1G06900
Dniva15371;AT1G06900
Dniva15378;AT1G06770
Dniva15381;AT1G06770
Dniva15375;AT1G06770
Dniva6736;AT2G30210
Dniva15385;AT2G30210
Dniva15394;AT1G06910
Dniva15386;AT1G06910
Dniva20113;AT3G04900
Dniva1539;AT3G04900
Dniva476;AT1G07010
Dniva15393;AT1G07010
Dniva16497;AT1G07080
Dniva15396;AT1G07080
Dniva6741;AT1G06960
Dniva15404;AT1G06960
Dniva26659;AT4G38760
Dniva31885;AT4G38760
Dniva15405;AT4G38760
Dniva6734;AT2G30160
Dniva15409;AT2G30160
Dniva8882;AT2G44270
Dniva1541;AT2G44270
Dniva6403;AT1G07440
Dniva15420;AT1G07440
Dniva15435;AT1G59860
Dniva15437;AT1G59860
Dniva15449;AT1G59860
Dniva15456;AT1G59860
Dniva15457;AT1G59860
Dniva15458;AT1G59860
Dniva15465;AT1G59860
Dniva29123;AT1G59860
Dniva29124;AT1G59860
Dniva15421;AT1G59860
Dniva15452;AT1G07480
Dniva15424;AT1G07480
Dniva15426;AT1G07590
Dniva1683;AT1G07590
Dniva1705;AT1G07590
Dniva24169;AT1G07590
Dniva28440;AT1G07590
Dniva3404;AT1G07590
Dniva6865;AT1G07590
Dniva7574;AT1G07590
Dniva15425;AT1G07590
Dniva15467;AT2G28920
Dniva15433;AT2G28920
Dniva6698;AT1G07180
Dniva15443;AT1G07180
Dniva24692;AT3G46830
Dniva15454;AT3G46830
Dniva18294;AT3G18905
Dniva18785;AT3G18905
Dniva18809;AT3G18905
Dniva3314;AT3G18905
Dniva15464;AT3G18905
Dniva18657;AT3G20010
Dniva19350;AT3G20010
Dniva15488;AT3G20010
Dniva31125;AT2G31220
Dniva31135;AT2G31220
Dniva15493;AT2G31220
Dniva31066;AT2G31400
Dniva15496;AT2G31400
Dniva1591;AT2G44470
Dniva1550;AT2G44470
Dniva15581;AT1G05894
Dniva15518;AT1G05894
Dniva15548;AT1G06520
Dniva15588;AT1G06520
Dniva15539;AT1G06520
Dniva1558;AT1G06460
Dniva15540;AT1G06460
Dniva15542;AT1G06350
Dniva15549;AT1G06350
Dniva15582;AT1G06350
Dniva15583;AT1G06350
Dniva15541;AT1G06350
Dniva15568;AT1G06560
Dniva15547;AT1G06560
Dniva30067;AT1G06720
Dniva15553;AT1G06720
Dniva15558;AT1G06340
Dniva26128;AT1G06340
Dniva15556;AT1G06340
Dniva6849;AT2G30800
Dniva15570;AT2G30800
Dniva6856;AT1G06680
Dniva15576;AT1G06680
Dniva4671;AT1G54370
Dniva1559;AT1G54370
Dniva31019;AT1G05580
Dniva15597;AT1G05580
Dniva30937;AT1G05270
Dniva15598;AT1G05270
Dniva20463;AT1G05300
Dniva15643;AT4G02570
Dniva15901;AT4G02570
Dniva30556;AT4G02570
Dniva30688;AT4G02570
Dniva4890;AT4G02570
Dniva15614;AT4G02570
Dniva15640;AT1G05560
Dniva15615;AT1G05560
Dniva18262;AT3G54210
Dniva30103;AT3G54210
Dniva3219;AT3G54210
Dniva15616;AT3G54210
Dniva15699;AT3G18910
Dniva16109;AT3G18910
Dniva17717;AT3G18910
Dniva18999;AT3G18910
Dniva19143;AT3G18910
Dniva19147;AT3G18910
Dniva28525;AT3G18910
Dniva15625;AT3G18910
Dniva22186;AT1G05500
Dniva15627;AT1G05500
Dniva2759;AT1G05590
Dniva2762;AT1G05590
Dniva15630;AT1G05590
Dniva15635;AT1G05700
Dniva15631;AT1G05700
Dniva24494;AT1G05330
Dniva15637;AT1G05330
Dniva15641;AT2G31820
Dniva29822;AT4G19150
Dniva15642;AT4G19150
Dniva15662;AT1G04650
Dniva15660;AT1G04650
Dniva19886;AT1G04630
Dniva30909;AT1G04630
Dniva15664;AT1G04630
Dniva15701;AT4G30640
Dniva28059;AT4G30640
Dniva28065;AT4G30640
Dniva15667;AT4G30640
Dniva30901;AT1G04760
Dniva30960;AT1G04760
Dniva15678;AT1G04760
Dniva30896;AT1G04700
Dniva15683;AT1G04700
Dniva3859;AT2G44900
Dniva1569;AT2G44900
Dniva15696;AT1G04140
Dniva15765;AT1G04140
Dniva30778;AT1G04140
Dniva15694;AT1G04140
Dniva15714;AT2G32410
Dniva30878;AT1G04880
Dniva8913;AT1G04880
Dniva15736;AT1G21990
Dniva27926;AT1G21990
Dniva28542;AT1G21990
Dniva29196;AT1G21990
Dniva407;AT1G21990
Dniva7870;AT1G21990
Dniva15728;AT1G21990
Dniva19545;AT1G04930
Dniva15729;AT1G04930
Dniva30970;AT2G32760
Dniva15733;AT2G32760
Dniva15805;AT1G04040
Dniva15734;AT1G04040
Dniva1583;AT2G44560
Dniva33458;AT2G44560
Dniva1574;AT2G44560
Dniva30044;AT4G17895
Dniva15748;AT4G17895
Dniva30276;AT5G43330
Dniva30852;AT5G43330
Dniva15758;AT5G43330
Dniva32006;AT1G04340
Dniva33038;AT1G04340
Dniva15759;AT1G04340
Dniva3855;AT3G60250
Dniva1576;AT3G60250
Dniva15798;AT1G04400
Dniva15767;AT1G04400
Dniva18369;AT3G14250
Dniva18370;AT3G14250
Dniva15779;AT3G14250
Dniva20541;AT2G20280
Dniva15782;AT2G20280
Dniva9931;AT1G04190
Dniva15788;AT1G04190
Dniva30727;AT1G03980
Dniva30739;AT1G03980
Dniva15808;AT1G03980
Dniva30676;AT4G03080
Dniva30692;AT4G03080
Dniva15814;AT4G03080
Dniva15835;AT1G03710
Dniva15879;AT1G03710
Dniva848;AT1G03710
Dniva15815;AT1G03710
Dniva30786;AT1G04010
Dniva15816;AT1G04010
Dniva15829;AT1G03750
Dniva15824;AT1G03750
Dniva9918;AT1G03950
Dniva15825;AT1G03950
Dniva7356;AT1G03910
Dniva7357;AT1G03910
Dniva15826;AT1G03910
Dniva30716;AT1G03900
Dniva15830;AT1G03900
Dniva16540;AT1G04000
Dniva15831;AT1G04000
Dniva30722;AT1G03860
Dniva15845;AT1G03860
Dniva29578;AT1G65660
Dniva15847;AT1G65660
Dniva30681;AT1G03530
Dniva9136;AT1G03530
Dniva15854;AT1G03530
Dniva4105;AT1G03360
Dniva15862;AT1G03360
Dniva15868;AT1G03660
Dniva15882;AT1G03660
Dniva15883;AT1G03660
Dniva15867;AT1G03660
Dniva30717;AT5G44210
Dniva15871;AT5G44210
Dniva30718;AT1G03870
Dniva15873;AT1G03870
Dniva30651;AT4G03010
Dniva15874;AT4G03010
Dniva22341;AT5G12080
Dniva15886;AT5G12080
Dniva15897;AT4G02450
Dniva15909;AT1G03220
Dniva15939;AT1G03220
Dniva15908;AT1G03220
Dniva30203;AT1G03090
Dniva30258;AT1G03090
Dniva30259;AT1G03090
Dniva4558;AT1G03090
Dniva4568;AT1G03090
Dniva69;AT1G03090
Dniva15917;AT1G03090
Dniva30560;AT4G02430
Dniva15929;AT4G02430
Dniva15941;AT1G03103
Dniva15931;AT1G03103
Dniva15938;AT4G02770
Dniva30401;AT4G01100
Dniva15950;AT4G01100
Dniva15990;AT1G01220
Dniva9065;AT1G01220
Dniva15952;AT1G01220
Dniva16559;AT5G03390
Dniva1708;AT5G03390
Dniva21206;AT5G03390
Dniva21221;AT5G03390
Dniva21224;AT5G03390
Dniva21235;AT5G03390
Dniva21236;AT5G03390
Dniva21238;AT5G03390
Dniva21239;AT5G03390
Dniva21249;AT5G03390
Dniva15955;AT5G03390
Dniva24689;AT1G01370
Dniva30272;AT1G01290
Dniva7609;AT1G01290
Dniva15991;AT1G01290
Dniva28095;AT4G30430
Dniva15995;AT4G30430
Dniva16049;AT1G02210
Dniva16052;AT1G02210
Dniva16017;AT1G02210
Dniva30497;AT4G01690
Dniva16024;AT4G01690
Dniva9399;AT1G02370
Dniva16030;AT1G02370
Dniva16040;AT1G02570
Dniva6581;AT1G02570
Dniva16039;AT1G02570
Dniva28877;AT2G27490
Dniva16063;AT2G27490
Dniva30333;AT1G01580
Dniva23764;AT5G52170
Dniva16068;AT5G52170
Dniva16078;AT1G01920
Dniva16070;AT1G01920
Dniva19005;AT1G02205
Dniva16079;AT1G02205
Dniva16090;AT1G01790
Dniva16138;AT1G01790
Dniva16140;AT1G01790
Dniva16144;AT1G01790
Dniva26592;AT1G01790
Dniva26594;AT1G01790
Dniva16086;AT1G01790
Dniva30416;AT1G01540
Dniva30222;AT3G48110
Dniva16091;AT3G48110
Dniva22831;AT5G16160
Dniva16093;AT5G16160
Dniva7178;AT2G35680
Dniva16096;AT2G35680
Dniva16139;AT1G01930
Dniva16115;AT1G01930
Dniva16137;AT3G57210
Dniva16145;AT3G57210
Dniva23435;AT3G57210
Dniva32805;AT3G57210
Dniva16124;AT3G57210
Dniva3831;AT3G60260
Dniva16126;AT3G60260
Dniva18977;AT1G02130
Dniva16130;AT1G02130
Dniva20854;AT5G53160
Dniva23855;AT5G53160
Dniva3772;AT5G53160
Dniva6781;AT5G53160
Dniva16152;AT5G53160
Dniva19806;AT3G23230
Dniva16155;AT3G23230
Dniva9149;AT1G74340
Dniva16160;AT1G74340
Dniva32048;AT2G36200
Dniva7290;AT2G36200
Dniva7423;AT2G36200
Dniva16164;AT2G36200
Dniva5789;AT4G14145
Dniva5939;AT4G14145
Dniva16165;AT4G14145
Dniva23796;AT2G41705
Dniva23815;AT2G41705
Dniva245;AT2G41705
Dniva16166;AT2G41705
Dniva30060;AT5G46680
Dniva31893;AT5G46680
Dniva16180;AT5G46680
Dniva30125;AT5G47100
Dniva16184;AT5G47100
Dniva16206;AT5G47160
Dniva27747;AT5G47160
Dniva16195;AT5G47160
Dniva16208;AT1G70910
Dniva16235;AT1G70910
Dniva16201;AT1G70910
Dniva699;AT5G47400
Dniva16204;AT5G47400
Dniva30102;AT4G17430
Dniva16209;AT4G17430
Dniva20285;AT5G47390
Dniva30118;AT4G17520
Dniva16221;AT4G17520
Dniva30124;AT5G47540
Dniva16222;AT5G47540
Dniva30145;AT4G17500
Dniva16230;AT4G17500
Dniva16254;AT5G47780
Dniva16245;AT5G47780
Dniva16370;AT5G47670
Dniva16250;AT5G47670
Dniva16368;AT5G47660
Dniva16375;AT5G47660
Dniva16251;AT5G47660
Dniva3523;AT2G38970
Dniva7700;AT2G38970
Dniva7844;AT2G38970
Dniva7869;AT2G38970
Dniva16253;AT2G38970
Dniva16346;AT5G47680
Dniva16260;AT5G47680
Dniva18746;AT1G72550
Dniva24573;AT1G72550
Dniva9454;AT1G72550
Dniva16266;AT1G72550
Dniva16279;AT5G47600
Dniva16276;AT5G47600
Dniva623;AT2G03390
Dniva16278;AT2G03390
Dniva31217;AT4G12010
Dniva16286;AT4G12010
Dniva16294;AT3G49210
Dniva2779;AT3G49210
Dniva2781;AT3G49210
Dniva16291;AT3G49210
Dniva32333;AT2G44700
Dniva9826;AT2G44700
Dniva16295;AT2G44700
Dniva26299;AT3G57640
Dniva33293;AT3G57640
Dniva33303;AT3G57640
Dniva3744;AT3G57640
Dniva3749;AT3G57640
Dniva3750;AT3G57640
Dniva3751;AT3G57640
Dniva3753;AT3G57640
Dniva3754;AT3G57640
Dniva163;AT3G57640
Dniva28829;AT1G44780
Dniva16302;AT1G44780
Dniva32332;AT2G41360
Dniva16303;AT2G41360
Dniva16321;AT3G49190
Dniva16333;AT3G49190
Dniva2774;AT3G49190
Dniva16310;AT3G49190
Dniva21198;AT5G52970
Dniva28328;AT5G52970
Dniva16315;AT5G52970
Dniva2782;AT3G49160
Dniva16316;AT3G49160
Dniva2777;AT3G49170
Dniva16317;AT3G49170
Dniva2768;AT3G49180
Dniva16327;AT3G49180
Dniva20613;AT2G15630
Dniva16329;AT2G15630
Dniva2773;AT3G49140
Dniva16338;AT3G49140
Dniva16371;AT3G48990
Dniva2539;AT3G48990
Dniva16343;AT3G48990
Dniva24;AT3G49080
Dniva2537;AT3G49080
Dniva16344;AT3G49080
Dniva2540;AT3G49070
Dniva16352;AT3G49070
Dniva21369;AT5G04640
Dniva2772;AT5G04640
Dniva16361;AT5G04640
Dniva17766;AT4G08350
Dniva29779;AT4G08350
Dniva16364;AT4G08350
Dniva8795;AT1G76900
Dniva16367;AT1G76900
Dniva2432;AT5G23740
Dniva2433;AT5G23740
Dniva25561;AT5G23740
Dniva28042;AT5G23740
Dniva32583;AT5G23740
Dniva16372;AT5G23740
Dniva20031;AT3G49110
Dniva2527;AT3G49110
Dniva2528;AT3G49110
Dniva32902;AT3G49110
Dniva16373;AT3G49110
Dniva2088;AT4G11130
Dniva16374;AT4G11130
Dniva20162;AT2G13360
Dniva16388;AT2G13360
Dniva17522;AT3G05260
Dniva16390;AT3G05260
Dniva5513;AT1G48130
Dniva16392;AT1G48130
Dniva25641;AT5G23300
Dniva16394;AT5G23300
Dniva19027;AT3G17240
Dniva30231;AT3G17240
Dniva44;AT3G17240
Dniva5500;AT3G17240
Dniva16399;AT3G17240
Dniva16410;AT3G03510
Dniva16485;AT3G03510
Dniva16529;AT3G03510
Dniva16404;AT3G03510
Dniva22854;AT3G03340
Dniva16405;AT3G03340
Dniva22877;AT3G03450
Dniva16434;AT3G03450
Dniva16452;AT3G03580
Dniva16445;AT3G03580
Dniva16451;AT3G03480
Dniva16453;AT3G03480
Dniva16446;AT3G03480
Dniva16525;AT3G03530
Dniva16528;AT3G03530
Dniva16531;AT3G03530
Dniva16448;AT3G03530
Dniva1761;AT2G45700
Dniva1646;AT2G45700
Dniva16726;AT3G02875
Dniva16472;AT3G02875
Dniva1659;AT2G45540
Dniva4265;AT2G45540
Dniva1648;AT2G45540
Dniva16481;AT3G03190
Dniva16480;AT3G03190
Dniva22856;AT3G03120
Dniva16483;AT3G03120
Dniva22910;AT5G16890
Dniva16488;AT5G16890
Dniva16491;AT3G03810
Dniva16498;AT3G03810
Dniva16629;AT3G03810
Dniva16490;AT3G03810
Dniva31980;AT4G10850
Dniva5379;AT4G10850
Dniva16510;AT4G10850
Dniva16520;AT3G03080
Dniva22936;AT3G03080
Dniva7548;AT3G03080
Dniva16512;AT3G03080
Dniva16761;AT3G02870
Dniva16516;AT3G02870
Dniva18075;AT3G10530
Dniva18110;AT3G10530
Dniva16518;AT3G10530
Dniva16962;AT3G02245
Dniva16533;AT3G02245
Dniva24601;AT3G01400
Dniva16535;AT3G01400
Dniva31196;AT3G01180
Dniva16537;AT3G01180
Dniva22746;AT3G02090
Dniva16543;AT3G02090
Dniva22753;AT5G15610
Dniva16554;AT5G15610
Dniva22759;AT3G01120
Dniva16558;AT3G01120
Dniva33085;AT3G01090
Dniva16560;AT3G01090
Dniva16688;AT3G01450
Dniva16566;AT3G01450
Dniva16713;AT3G02100
Dniva16567;AT3G02100
Dniva16676;AT3G02110
Dniva16572;AT3G02110
Dniva22786;AT3G01040
Dniva16577;AT3G01040
Dniva16731;AT3G02530
Dniva16791;AT3G02530
Dniva22719;AT3G02530
Dniva16581;AT3G02530
